    0.2326912074E-17    0.4747045663E-09
    0.1768453176E-16    0.2197706341E-08
    0.1396147244E-15    0.7417259015E-08
    0.7185504484E-15    0.2035295928E-07
    0.3041739463E-14    0.4824405361E-07
    0.1062933435E-13    0.1025362019E-06
    0.3243156972E-13    0.2002660368E-06
    0.8850456612E-13    0.3656435213E-06
    0.2201966203E-12    0.6318321057E-06
    0.5076465842E-12    0.1042926690E-05
    0.1097170689E-11    0.1656129393E-05
    0.2243902743E-11    0.2544123142E-05
    0.4374803190E-11    0.3797643079E-05
    0.8179978305E-11    0.5528245812E-05
    0.1474063430E-10    0.7871276510E-05
    0.2570622048E-10    0.1098903386E-04
    0.4353368793E-10    0.1507413293E-04
    0.7180473887E-10    0.2035306591E-04
    0.1156422135E-09    0.2708996083E-04
    0.1822460768E-09    0.3559053824E-04
    0.2815791461E-09    0.4620626587E-04
    0.4272285923E-09    0.5933871142E-04
    0.6374848825E-09    0.7544409341E-04
    0.9366720142E-09    0.9503803024E-04
    0.1356781015E-08    0.1187004874E-03
    0.1939454720E-08    0.1470809233E-03
    0.2738383041E-08    0.1809036330E-03
    0.3822178952E-08    0.2209732909E-03
    0.5277797989E-08    0.2681806919E-03
    0.7214595100E-08    0.3235086911E-03
    0.9769097016E-08    0.3880383431E-03
    0.1311059815E-07    0.4629552389E-03
    0.1744768348E-07    0.5495560438E-03
    0.2303579864E-07    0.6492552331E-03
    0.3018600298E-07    0.7635920283E-03
    0.3927503859E-07    0.8942375327E-03
    0.5075687949E-07    0.1043002067E-02
    0.6517592337E-07    0.1211842705E-02
    0.8318201070E-07    0.1402871012E-02
    0.1055474664E-06    0.1618360978E-02
    0.1331863786E-06    0.1860757162E-02
    0.1671763424E-06    0.2132683024E-02
    0.2087829085E-06    0.2436949476E-02
    0.2594870132E-06    0.2776563620E-02
    0.3210156582E-06    0.3154737696E-02
    0.3953761507E-06    0.3574898231E-02
    0.4848942201E-06    0.4040695396E-02
    0.5922563642E-06    0.4556012561E-02
    0.7205567788E-06    0.5124976057E-02
    0.8733492606E-06    0.5751965143E-02
    0.1054704520E-05    0.6441622185E-02
    0.1269273299E-05    0.7198863027E-02
    0.1522355797E-05    0.8028887586E-02
    0.1819977878E-05    0.8937190644E-02
    0.2168974580E-05    0.9929572854E-02
    0.2577081467E-05    0.1101215195E-01
    0.3053034432E-05    0.1219137417E-01
    0.3606678510E-05    0.1347402591E-01
    0.4249086391E-05    0.1486724553E-01
    0.4992687279E-05    0.1637853547E-01
    0.5851406818E-05    0.1801577449E-01
    0.6840818807E-05    0.1978723015E-01
    0.7978309532E-05    0.2170157156E-01
    0.9283255473E-05    0.2376788228E-01
    0.1077721529E-04    0.2599567345E-01
    0.1248413696E-04    0.2839489720E-01
    0.1443058100E-04    0.3097596019E-01
    0.1664596080E-04    0.3374973746E-01
    0.1916280101E-04    0.3672758645E-01
    0.2201701509E-04    0.3992136124E-01
    0.2524820318E-04    0.4334342710E-01
    0.2889997139E-04    0.4700667515E-01
    0.3302027367E-04    0.5092453736E-01
    0.3766177770E-04    0.5511100171E-01
    0.4288225587E-04    0.5958062761E-01
    0.4874500286E-04    0.6434856160E-01
    0.5531928124E-04    0.6943055321E-01
    0.6268079643E-04    0.7484297112E-01
    0.7091220270E-04    0.8060281956E-01
    0.8010364160E-04    0.8672775493E-01
    0.9035331462E-04    0.9323610268E-01
    0.1017680917E-03    0.1001468745E+00
    0.1144641574E-03    0.1074797855E+00
    0.1285676962E-03    0.1152552724E+00
    0.1442156196E-03    0.1234945107E+00
    0.1615563358E-03    0.1322194333E+00
    0.1807505653E-03    0.1414527491E+00
    0.2019722031E-03    0.1512179611E+00
    0.2254092310E-03    0.1615393862E+00
    0.2512646806E-03    0.1724421736E+00
    0.2797576513E-03    0.1839523251E+00
    0.3111243837E-03    0.1960967144E+00
    0.3456193917E-03    0.2089031073E+00
    0.3835166563E-03    0.2224001825E+00
    0.4251108820E-03    0.2366175518E+00
    0.4707188207E-03    0.2515857812E+00
    0.5206806634E-03    0.2673364126E+00
    0.5753615045E-03    0.2839019847E+00
    0.6351528804E-03    0.3013160558E+00
    0.7004743851E-03    0.3196132250E+00
    0.7717753673E-03    0.3388291559E+00
    0.8495367104E-03    0.3590005985E+00
    0.9342726992E-03    0.3801654129E+00
    0.1026532977E-02    0.4023625929E+00
    0.1126904595E-02    0.4256322897E+00
    0.1236014162E-02    0.4500158362E+00
    0.1354530087E-02    0.4755557716E+00
    0.1483164934E-02    0.5022958665E+00
    0.1622677878E-02    0.5302811479E+00
    0.1773877274E-02    0.5595579252E+00
    0.1937623345E-02    0.5901738161E+00
    0.2114830978E-02    0.6221777733E+00
    0.2306472659E-02    0.6556201107E+00
    0.2513581518E-02    0.6905525315E+00
    0.2737254517E-02    0.7270281553E+00
    0.2978655766E-02    0.7651015461E+00
    0.3239019984E-02    0.8048287411E+00
    0.3519656103E-02    0.8462672794E+00
    0.3821951015E-02    0.8894762313E+00
    0.4147373477E-02    0.9345162281E+00
    0.4497478174E-02    0.9814494925E+00
    0.4873909944E-02    0.1030339869E+01
    0.5278408167E-02    0.1081252854E+01
    0.5712811327E-02    0.1134255631E+01
    0.6179061758E-02    0.1189417098E+01
    0.6679210562E-02    0.1246807903E+01
    0.7215422720E-02    0.1306500477E+01
    0.7789982395E-02    0.1368569065E+01
    0.8405298433E-02    0.1433089763E+01
    0.9063910065E-02    0.1500140553E+01
    0.9768492821E-02    0.1569801335E+01
    0.1052186466E-01    0.1642153964E+01
    0.1132699230E-01    0.1717282289E+01
    0.1218699782E-01    0.1795272185E+01
    0.1310516543E-01    0.1876211594E+01
    0.1408494855E-01    0.1960190561E+01
    0.1512997704E-01    0.2047301275E+01
    0.1624406479E-01    0.2137638105E+01
    0.1743121748E-01    0.2231297643E+01
    0.1869564062E-01    0.2328378740E+01
    0.2004174789E-01    0.2428982551E+01
    0.2147416972E-01    0.2533212578E+01
    0.2299776215E-01    0.2641174706E+01
    0.2461761600E-01    0.2752977252E+01
    0.2633906633E-01    0.2868731006E+01
    0.2816770216E-01    0.2988549276E+01
    0.3010937655E-01    0.3112547935E+01
    0.3217021695E-01    0.3240845461E+01
    0.3435663592E-01    0.3373562991E+01
    0.3667534209E-01    0.3510824364E+01
    0.3913335156E-01    0.3652756169E+01
    0.4173799952E-01    0.3799487798E+01
    0.4449695236E-01    0.3951151489E+01
    0.4741822000E-01    0.4107882381E+01
    0.5051016863E-01    0.4269818567E+01
    0.5378153387E-01    0.4437101140E+01
    0.5724143419E-01    0.4609874251E+01
    0.6089938482E-01    0.4788285162E+01
    0.6476531202E-01    0.4972484299E+01
    0.6884956765E-01    0.5162625308E+01
    0.7316294432E-01    0.5358865115E+01
    0.7771669077E-01    0.5561363976E+01
    0.8252252779E-01    0.5770285545E+01
    0.8759266452E-01    0.5985796923E+01
    0.9293981514E-01    0.6208068728E+01
    0.9857721610E-01    0.6437275148E+01
    0.1045186437E+00    0.6673594010E+01
    0.1107784321E+00    0.6917206837E+01
    0.1173714919E+00    0.7168298919E+01
    0.1243133293E+00    0.7427059373E+01
    0.1316200651E+00    0.7693681210E+01
    0.1393084553E+00    0.7968361405E+01
    0.1473959108E+00    0.8251300966E+01
    0.1559005190E+00    0.8542704998E+01
    0.1648410647E+00    0.8842782781E+01
    0.1742370524E+00    0.9151747838E+01
    0.1841087286E+00    0.9469818008E+01
    0.1944771048E+00    0.9797215522E+01
    0.2053639810E+00    0.1013416708E+02
    0.2167919697E+00    0.1048090391E+02
    0.2287845207E+00    0.1083766190E+02
    0.2413659459E+00    0.1120468159E+02
    0.2545614453E+00    0.1158220833E+02
    0.2683971331E+00    0.1197049233E+02
    0.2829000646E+00    0.1236978874E+02
    0.2980982636E+00    0.1278035774E+02
    0.3140207503E+00    0.1320246464E+02
    0.3306975700E+00    0.1363637994E+02
    0.3481598225E+00    0.1408237943E+02
    0.3664396913E+00    0.1454074429E+02
    0.3855704747E+00    0.1501176117E+02
    0.4055866162E+00    0.1549572229E+02
    0.4265237366E+00    0.1599292552E+02
    0.4484186661E+00    0.1650367450E+02
    0.4713094773E+00    0.1702827870E+02
    0.4952355183E+00    0.1756705358E+02
    0.5202374479E+00    0.1812032061E+02
    0.5463572693E+00    0.1868840745E+02
    0.5736383664E+00    0.1927164799E+02
    0.6021255399E+00    0.1987038250E+02
    0.6318650437E+00    0.2048495771E+02
    0.6629046231E+00    0.2111572694E+02
    0.6952935526E+00    0.2176305019E+02
    0.7290826747E+00    0.2242729425E+02
    0.7643244400E+00    0.2310883283E+02
    0.8010729473E+00    0.2380804668E+02
    0.8393839842E+00    0.2452532368E+02
    0.8793150697E+00    0.2526105898E+02
    0.9209254957E+00    0.2601565511E+02
    0.9642763712E+00    0.2678952209E+02
    0.1009430665E+01    0.2758307761E+02
    0.1056453252E+01    0.2839674709E+02
    0.1105410956E+01    0.2923096382E+02
    0.1156372599E+01    0.3008616912E+02
    0.1209409047E+01    0.3096281247E+02
    0.1264593254E+01    0.3186135160E+02
    0.1322000316E+01    0.3278225266E+02
    0.1381707518E+01    0.3372599035E+02
    0.1443794383E+01    0.3469304809E+02
    0.1508342723E+01    0.3568391808E+02
    0.1575436691E+01    0.3669910153E+02
    0.1645162832E+01    0.3773910877E+02
    0.1717610140E+01    0.3880445938E+02
    0.1792870105E+01    0.3989568237E+02
    0.1871036776E+01    0.4101331631E+02
    0.1952206808E+01    0.4215790951E+02
    0.2036479524E+01    0.4333002014E+02
    0.2123956972E+01    0.4453021642E+02
    0.2214743978E+01    0.4575907676E+02
    0.2308948210E+01    0.4701718995E+02
    0.2406680236E+01    0.4830515527E+02
    0.2508053581E+01    0.4962358273E+02
    0.2613184793E+01    0.5097309317E+02
    0.2722193504E+01    0.5235431850E+02
    0.2835202489E+01    0.5376790181E+02
    0.2952337735E+01    0.5521449758E+02
    0.3073728501E+01    0.5669477185E+02
    0.3199507387E+01    0.5820940243E+02
    0.3329810398E+01    0.5975907904E+02
    0.3464777013E+01    0.6134450350E+02
    0.3604550250E+01    0.6296638997E+02
    0.3749276738E+01    0.6462546507E+02
    0.3899106785E+01    0.6632246813E+02
    0.4054194448E+01    0.6805815135E+02
    0.4214697608E+01    0.6983328003E+02
    0.4380778038E+01    0.7164863274E+02
    0.4552601479E+01    0.7350500154E+02
    0.4730337711E+01    0.7540319220E+02
    0.4914160635E+01    0.7734402437E+02
    0.5104248339E+01    0.7932833183E+02
    0.5300783185E+01    0.8135696269E+02
    0.5503951878E+01    0.8343077960E+02
    0.5713945552E+01    0.8555065999E+02
    0.5930959844E+01    0.8771749627E+02
    0.6155194977E+01    0.8993219606E+02
    0.6386855844E+01    0.9219568244E+02
    0.6626152084E+01    0.9450889415E+02
    0.6873298172E+01    0.9687278584E+02
    0.7128513499E+01    0.9928832831E+02
    0.7392022458E+01    0.1017565087E+03
    0.7664054533E+01    0.1042783310E+03
    0.7944844382E+01    0.1068548156E+03
    0.8234631928E+01    0.1094870005E+03
    0.8533662447E+01    0.1121759409E+03
    0.8842186658E+01    0.1149227095E+03
    0.9160460815E+01    0.1177283970E+03
    0.9488746796E+01    0.1205941122E+03
    0.9827312202E+01    0.1235209824E+03
    0.1017643044E+02    0.1265101535E+03
    0.1053638084E+02    0.1295627903E+03
    0.1090744872E+02    0.1326800770E+03
    0.1128992551E+02    0.1358632170E+03
    0.1168410883E+02    0.1391134337E+03
    0.1209030260E+02    0.1424319705E+03
    0.1250881715E+02    0.1458200910E+03
    0.1293996930E+02    0.1492790798E+03
    0.1338408247E+02    0.1528102419E+03
    0.1384148679E+02    0.1564149039E+03
    0.1431251919E+02    0.1600944138E+03
    0.1479752352E+02    0.1638501415E+03
    0.1529685066E+02    0.1676834787E+03
    0.1581085860E+02    0.1715958399E+03
    0.1633991258E+02    0.1755886622E+03
    0.1688438518E+02    0.1796634056E+03
    0.1744465644E+02    0.1838215539E+03
    0.1802111396E+02    0.1880646140E+03
    0.1861415302E+02    0.1923941174E+03
    0.1922417672E+02    0.1968116196E+03
    0.1985159603E+02    0.2013187008E+03
    0.2049682999E+02    0.2059169663E+03
    0.2116030575E+02    0.2106080469E+03
    0.2184245872E+02    0.2153935987E+03
    0.2254373273E+02    0.2202753044E+03
    0.2326458006E+02    0.2252548726E+03
    0.2400546166E+02    0.2303340389E+03
    0.2476684720E+02    0.2355145659E+03
    0.2554921523E+02    0.2407982439E+03
    0.2635305329E+02    0.2461868909E+03
    0.2717885805E+02    0.2516823529E+03
    0.2802713543E+02    0.2572865048E+03
    0.2889840072E+02    0.2630012503E+03
    0.2979317874E+02    0.2688285225E+03
    0.3071200392E+02    0.2747702842E+03
    0.3165542050E+02    0.2808285283E+03
    0.3262398260E+02    0.2870052782E+03
    0.3361825439E+02    0.2933025882E+03
    0.3463881023E+02    0.2997225440E+03
    0.3568623478E+02    0.3062672629E+03
    0.3676112316E+02    0.3129388943E+03
    0.3786408109E+02    0.3197396201E+03
    0.3899572502E+02    0.3266716554E+03
    0.4015668229E+02    0.3337372483E+03
    0.4134759124E+02    0.3409386809E+03
    0.4256910141E+02    0.3482782695E+03
    0.4382187363E+02    0.3557583650E+03
    0.4510658020E+02    0.3633813534E+03
    0.4642390503E+02    0.3711496563E+03
    0.4777454380E+02    0.3790657311E+03
    0.4915920409E+02    0.3871320718E+03
    0.5057860557E+02    0.3953512091E+03
    0.5203348010E+02    0.4037257113E+03
    0.5352457196E+02    0.4122581841E+03
    0.5505263792E+02    0.4209512719E+03
    0.5661844748E+02    0.4298076576E+03
    0.5822278297E+02    0.4388300632E+03
    0.5986643975E+02    0.4480212507E+03
    0.6155022636E+02    0.4573840220E+03
    0.6327496467E+02    0.4669212197E+03
    0.6504149008E+02    0.4766357277E+03
    0.6685065164E+02    0.4865304715E+03
    0.6870331226E+02    0.4966084187E+03
    0.7060034887E+02    0.5068725796E+03
    0.7254265259E+02    0.5173260077E+03
    0.7453112888E+02    0.5279718001E+03
    0.7656669775E+02    0.5388130983E+03
    0.7865029392E+02    0.5498530882E+03
    0.8078286701E+02    0.5610950014E+03
    0.8296538169E+02    0.5725421151E+03
    0.8519881788E+02    0.5841977527E+03
    0.8748417096E+02    0.5960652847E+03
    0.8982245188E+02    0.6081481290E+03
