2.392335538634375284e-09    1.852807539126044727e-05    1.991000000000000094e-08
2.458275020225221489e-09    1.884109316558750332e-05    2.024626916097063545e-08
2.526031978989430905e-09    1.916273858826683416e-05    2.059180684376500917e-08
2.595656509698673895e-09    1.949324946150061822e-05    2.094686851485679411e-08
2.667200087877149980e-09    1.983287014198728158e-05    2.131171668209282009e-08
2.740715607858975033e-09    2.018185172158165874e-05    2.168662108877291004e-08
2.816257421894527364e-09    2.054045221293462968e-05    2.207185891307909900e-08
2.893881380334793375e-09    2.090893674025007940e-05    2.246771497300226565e-08
2.973644872923130204e-09    2.128757773529879800e-05    2.287448193691621375e-08
3.055606871225324017e-09    2.167665513883593599e-05    2.329246053995670532e-08
3.139827972229019475e-09    2.207645660756952391e-05    2.372195980636386046e-08
3.226370443144868922e-09    2.248727772683359617e-05    2.416329727795294323e-08
3.315298267442644024e-09    2.290942222912374182e-05    2.461679924888304250e-08
3.406677192156115088e-09    2.334320221865556429e-05    2.508280100689601925e-08
3.500574776491781266e-09    2.378893840211258377e-05    2.556164708120467560e-08
3.597060441777537394e-09    2.424696032575485551e-05    2.605369149721415711e-08
3.696205522787847953e-09    2.471760661906196625e-05    2.655929803826302809e-08
3.798083320483809754e-09    2.520122524509253433e-05    2.707884051457988970e-08
3.902769156206729351e-09    2.569817375774365709e-05    2.761270303965233050e-08
4.010340427365421975e-09    2.620881956610108464e-05    2.816128031421344267e-08
4.120876664658555842e-09    2.673354020607633322e-05    2.872497791805651107e-08
4.234459590874062221e-09    2.727272361953023502e-05    2.930421260989220050e-08
4.351173181309210684e-09    2.782676844108980698e-05    2.989941263547061417e-08
4.471103725856193503e-09    2.839608429287140303e-05    3.051101804419686247e-08
4.594339892798810895e-09    2.898109208732655323e-05    3.113948101447269899e-08
4.720972794367556135e-09    2.958222433843496355e-05    3.178526618800538999e-08
4.851096054101778461e-09    3.019992548147584522e-05    3.244885101333205084e-08
4.984805876068251859e-09    3.083465220161165634e-05    3.313072609881106457e-08
5.122201115987889043e-09    3.148687377152991891e-05    3.383139557534438700e-08
5.263383354322712197e-09    3.215707239839044155e-05    3.455137746909647513e-08
5.408456971377301319e-09    3.284574358033538158e-05    3.529120408448642154e-08
5.557529224470441556e-09    3.355339647282663086e-05    3.605142239773734868e-08
5.710710327233643791e-09    3.428055426507956992e-05    3.683259446127220554e-08
5.868113531095352695e-09    3.502775456687237958e-05    3.763529781925577020e-08
6.029855209011316574e-09    3.579554980601796577e-05    3.846012593459139658e-08
6.196054941502451165e-09    3.658450763678972810e-05    3.930768862768508030e-08
6.366835605064508997e-09    3.730207958038803839e-05    4.007865560540363394e-08
6.542323463014322576e-09    3.794934167327423290e-05    4.077418235863669146e-08
6.722648258840015103e-09    3.861444412599658577e-05    4.148887978120097050e-08
6.907943312124454266e-09    3.929787866894167658e-05    4.222327627054628945e-08
7.098345617112376927e-09    4.000015058596559565e-05    4.297791478823913488e-08
7.293995943994294238e-09    4.072177908796528251e-05    4.375335326139026947e-08
7.495038942982332318e-09    4.146329769674748120e-05    4.455016499514780638e-08
7.701623251254427595e-09    4.222525463947728600e-05    4.536893909655873634e-08
7.913901602846201756e-09    4.300821325399872792e-05    4.621028091011324921e-08
8.132030941572075510e-09    4.381275240532831513e-05    4.707481246529507934e-08
8.356172537058332584e-09    4.463946691362651368e-05    4.796317293646578873e-08
8.586492103974860549e-09    4.548896799396716384e-05    4.887601911542655266e-08
8.823159924552939420e-09    4.636188370822694183e-05    4.981402589700394377e-08
9.066350974479932241e-09    4.725885942943012255e-05    5.077788677801961094e-08
9.316245052264325899e-09    4.818055831889316211e-05    5.176831437001435045e-08
9.573026912166117257e-09    4.912766181651961590e-05    5.278604092610300288e-08
9.836886400791104810e-09    5.010087014460878983e-05    5.383181888235087614e-08
1.010801859745049160e-08    5.110090282555229614e-05    5.490642141407350613e-08
1.038662395838871557e-08    5.212849921379790366e-05    5.601064300746775987e-08
1.067290846498690841e-08    5.318441904247704605e-05    5.714530004699987584e-08
1.096708377605114276e-08    5.426944298509839683e-05    5.831123141898315595e-08
1.126936738429827515e-08    5.538437323272374965e-05    5.950929913179225812e-08
1.157998277715476994e-08    5.653003408705167885e-05    6.074038895317164606e-08
1.189915960198781506e-08    5.770727256984907818e-05    6.200541106511088036e-08
1.222713383589051531e-08    5.891695904917984393e-05    6.330530073676942725e-08
1.256414796014701884e-08    6.015998788289467333e-05    6.464101901594999340e-08
1.291045113950611561e-08    6.143727807985641153e-05    6.601355343962961232e-08
1.326629940639635999e-08    6.274977397939136554e-05    6.742391876407594572e-08
1.363195585021867601e-08    6.409844594946827959e-05    6.887315771508767149e-08
