7.317511398516532e-12 9.305374615321727e-08 1e-10 0.00010994144129292768
7.42440485029801e-12 9.526189295898326e-08 1.0237319971293227e-10 0.00010903781512397107
7.533923557078682e-12 9.752244371303156e-08 1.0480272019463915e-10 0.00010815764037392605
7.646150874865053e-12 9.983664212290896e-08 1.0728989804944351e-10 0.00010730863394387001
7.761161237523606e-12 1.0220576137826843e-07 1.0983610160195822e-10 0.00010647405154181046
7.87900427160455e-12 1.0463110480268525e-07 1.1244273164987188e-10 0.00010565634473782962
7.999761586097462e-12 1.0711400674543755e-07 1.1511122223459985e-10 0.00010486773001478148
8.123521572785059e-12 1.0965583323747776e-07 1.1784304143022418e-10 0.0001040977389515933
8.25034108402759e-12 1.1225798262376107e-07 1.206396921511569e-10 0.00010333953941252597
8.380298825129992e-12 1.149218864975656e-07 1.2350271297897053e-10 0.00010260749601958057
8.513495118602109e-12 1.1764901048707303e-07 1.2643367900885102e-10 0.00010189785699049767
8.650000860957427e-12 1.2044085490484145e-07 1.2943420271613874e-10 0.00010119733964980557
8.789891072524305e-12 1.232989556759125e-07 1.325059348434343e-10 0.00010051825726334663
8.933271983029749e-12 1.262248852655385e-07 1.3565056530875693e-10 9.986305542459921e-05
9.080232034658193e-12 1.2922025339418656e-07 1.3886982413525534e-10 9.921761192405279e-05
9.230845650486544e-12 1.3228670793450288e-07 1.4216548240298272e-10 9.858861676819329e-05
9.385221676951934e-12 1.3542593596791817e-07 1.455393532232591e-10 9.798300232024072e-05
9.543466166209151e-12 1.386396645965499e-07 1.4899329273615697e-10 9.73897917642157e-05
9.705658374741666e-12 1.4192966181882314e-07 1.525292011316598e-10 9.680851919554856e-05
9.871909279480448e-12 1.452977376800543e-07 1.5614902369505418e-10 9.62497086996645e-05
1.0042343272488448e-11 1.4874574521290422e-07 1.5985475187713175e-10 9.570676007797808e-05
1.021705251283797e-11 1.5227558132048828e-07 1.636484243897884e-10 9.517239248260721e-05
1.0396145954061773e-11 1.5588918796791518e-07 1.6753212832762505e-10 9.465684921176881e-05
1.0579757717536224e-11 1.59588553276603e-07 1.7150800031616554e-10 9.415905413528213e-05
1.0767997866656984e-11 1.6337571246499288e-07 1.7557822768732466e-10 9.366877844416933e-05
1.0960975530885434e-11 1.6725274904012666e-07 1.797450496827718e-10 9.319387512116625e-05
1.115883288935007e-11 1.7122179605055566e-07 1.8401075868585327e-10 9.273734286148357e-05
1.1361700581065103e-11 1.7528503711880582e-07 1.883777014827504e-10 9.228923834868871e-05
1.1569691749041771e-11 1.7944470762414483e-07 1.9284828055356744e-10 9.18532514394592e-05
1.1782958423926542e-11 1.8370309609891933e-07 1.974249553940595e-10 9.143633780361269e-05
1.2001656511948888e-11 1.880625453864425e-07 2.0211024386872799e-10 9.103048708532649e-05
1.2225911347635134e-11 1.925254538306056e-07 2.069067235960273e-10 9.063329845835427e-05
1.2455875264435967e-11 1.9709427676729917e-07 2.118170333664458e-10 9.025215118917205e-05
1.2691718030527383e-11 2.0177152784630084e-07 2.168438745942399e-10 8.988388052942969e-05
1.2933583193060252e-11 2.0655978027391866e-07 2.2199001280362164e-10 8.95224493327192e-05
1.3181626452870674e-11 2.1146166835160762e-07 2.2725827915021545e-10 8.91748289240558e-05
1.3436032381805524e-11 2.1647988897855893e-07 2.3265157197862317e-10 8.884136821854865e-05
1.3696967169988305e-11 2.2161720298333467e-07 2.381728584169522e-10 8.85141432841764e-05
1.3964592843098244e-11 2.2687643668579985e-07 2.438251760091859e-10 8.819907763456948e-05
1.4239114798605564e-11 2.3226048358530765e-07 2.4961163438629245e-10 8.790010296179004e-05
1.4520731758685273e-11 2.3777230581698926e-07 2.5553541697699354e-10 8.760896742660182e-05
1.4809618428460743e-11 2.434149357333955e-07 2.6159978275913177e-10 8.7326638144607e-05
1.5105982858506e-11 2.491914777441314e-07 2.678080680526029e-10 8.705766617479845e-05
1.5410042472701983e-11 2.55105109947629e-07 2.741636883548367e-10 8.679807257945807e-05
1.5721991419834703e-11 2.611590857681906e-07 2.806701402198382e-10 8.654528970891226e-05
1.6042047026982353e-11 2.673567359020307e-07 2.87331003181822e-10 8.630460214853955e-05
1.6370449755098612e-11 2.7370147014797296e-07 2.941499417244984e-10 8.607469788605627e-05
1.67074179381788e-11 2.8019677913491736e-07 3.0113070729709453e-10 8.585016810563701e-05
1.7053182412129237e-11 2.868462363440964e-07 3.082771403782202e-10 8.563770724451708e-05
1.740801943985615e-11 2.9365350015930533e-07 3.155931725887118e-10 8.543876321285886e-05
1.7772187481177702e-11 3.006223157223786e-07 3.2308282885462097e-10 8.524580334459827e-05
1.8145932233877887e-11 3.077565170066798e-07 3.3075022962153226e-10 8.506157461820675e-05
1.852953445113859e-11 3.1506002907301643e-07 3.385995931214333e-10 8.488830079546675e-05
1.8923277663123616e-11 3.225368701175192e-07 3.466352376933809e-10 8.472219475209635e-05
1.932743022897407e-11 3.301911536138593e-07 3.5486158415924234e-10 8.456302957578118e-05
1.9742291331434704e-11 3.3802709074305997e-07 3.632831582558163e-10 8.441430530027952e-05
2.0168177317296945e-11 3.460489926581521e-07 3.7190459312467466e-10 8.427383769910484e-05
2.0605382952995333e-11 3.5426127272712385e-07 3.807306318610913e-10 8.4138772602512e-05
2.1054235045617718e-11 3.6266844910948223e-07 3.8976613012346386e-10 8.401565562455172e-05
2.151510547206538e-11 3.7127514726939597e-07 3.9901605880466105e-10 8.39038174545612e-05
2.198833759934735e-11 3.8008610235559195e-07 4.084855067667669e-10 8.379730823462895e-05
2.247427669303648e-11 3.8910616188269554e-07 4.181796836407258e-10 8.369910245108973e-05
2.297330041238452e-11 3.9834028850079726e-07 4.281039226924286e-10 8.360985795651302e-05
2.3485786249180487e-11 4.0779356259293564e-07 4.3826368375681694e-10 8.352665955907756e-05
2.401210869823128e-11 4.174711850546549e-07 4.4866455624162013e-10 8.345045402793292e-05
2.4552676972393732e-11 4.273784803091774e-07 4.59312262202375e-10 8.338323854993264e-05
2.5107912725972057e-11 4.375208991432356e-07 4.702126594904245e-10 8.332257194634708e-05
2.5678221935119788e-11 4.479040216123231e-07 4.813717449756223e-10 8.326788384534105e-05
2.6264065201004497e-11 4.585335602869682e-07 4.927956578455208e-10 8.322509206201755e-05
2.6865944626601943e-11 4.694153633645145e-07 5.044906829828534e-10 8.319169325465434e-05
2.748432570035098e-11 4.805554177308292e-07 5.164632544231724e-10 8.316379466270972e-05
2.8119690829845828e-11 4.919598523845483e-07 5.287199588945438e-10 8.314349382468034e-05
2.877254972536471e-11 5.036349418579766e-07 5.412675394412447e-10 8.313066381459789e-05
