1.0396730026695845e-09 9.306181188852793e-06 1e-08
1.066204719845739e-09 9.483234628988307e-06 1.019023678372861e-08
1.0934248233744476e-09 9.663656733019155e-06 1.038409257084556e-08
1.1213510026052723e-09 9.847511597680373e-06 1.0581636208107341e-08
1.1500013401876303e-09 1.0034864539288758e-05 1.0782937851988996e-08
1.1793944124557048e-09 1.0225782117110049e-05 1.0988068993599785e-08
1.2095493908145045e-09 1.0420332157147092e-05 1.1197102484072831e-08
1.2404859183867136e-09 1.0618583776024788e-05 1.1410112560437795e-08
1.2722240090040347e-09 1.082060740546722e-05 1.1627174871985705e-08
1.3047841245654347e-09 1.1026474817393146e-05 1.1848366507135373e-08
1.3381873017073788e-09 1.1236259149513576e-05 1.2073766020810894e-08
1.3724552629451075e-09 1.145003493144182e-05 1.2303453462339979e-08
1.4076102298416622e-09 1.1667878110963905e-05 1.2537510403883e-08
1.4436748180933282e-09 1.1889866080789511e-05 1.2776019969402868e-08
1.480672148773006e-09 1.2116077706220753e-05 1.3019066864186036e-08
1.5186260224011465e-09 1.2346593353470063e-05 1.3266737404925083e-08
1.557561027620119e-09 1.2581494918359183e-05 1.3519119550373582e-08
1.5975022717239502e-09 1.2820865854971432e-05 1.3776302932584146e-08
1.6384753096191999e-09 1.306479120524097e-05 1.4038378888740728e-08
1.6805062804005105e-09 1.3313357629321911e-05 1.4305440493596493e-08
1.7236221092230108e-09 1.3566653436603974e-05 1.4577582592528775e-08
1.7678506012715981e-09 1.3824768617221092e-05 1.485490183522286e-08
1.8132200921179623e-09 1.408779487353248e-05 1.513749670999656e-08
1.859759389442551e-09 1.4355825652568151e-05 1.5425467578777776e-08
1.907497964097591e-09 1.4628956179516285e-05 1.571891671274744e-08
1.956466224403517e-09 1.4907283491975534e-05 1.6017948328660538e-08
2.006695556302668e-09 1.5190906474479448e-05 1.6322668625858083e-08
2.058217882749664e-09 1.5479925892908244e-05 1.6633185823983196e-08
2.111065666103048e-09 1.577444443027235e-05 1.6949610201414682e-08
2.1652721321047194e-09 1.6074566723537235e-05 1.727205413443176e-08
2.2208715810411987e-09 1.638039940128913e-05 1.760063213712383e-08
2.2778993642319067e-09 1.6692051121570822e-05 1.7935460902059515e-08
2.336391358120824e-09 1.700963260960861e-05 1.827665934172932e-08
2.3963840105596727e-09 1.73332566972133e-05 1.8624348630776724e-08
2.4579146391599863e-09 1.7663038363347096e-05 1.8978652249032652e-08
2.521021822782892e-09 1.7999094775601827e-05 1.9339696025368626e-08
2.5857452379250348e-09 1.8341545331540724e-05 1.9707608182384138e-08
2.6521250748056933e-09 1.869051170016461e-05 2.0082519381944177e-08
2.7202021577295086e-09 1.904611786532245e-05 2.0464562771583032e-08
2.790018291302205e-09 1.9408490170307146e-05 2.0853874031790846e-08
2.861616689970969e-09 1.9777757363442977e-05 2.1250591424199796e-08
2.9350416632663664e-09 2.0154050643332583e-05 2.165485584068685e-08
3.0103379895815625e-09 2.053750370435674e-05 2.206681085341075e-08
3.087551106818494e-09 2.092825278449781e-05 2.2486602765800794e-08
3.1667275394185467e-09 2.132643671452139e-05 2.291438066451568e-08
3.2479153756894003e-09 2.173219696817546e-05 2.3350296472390727e-08
3.331163728667385e-09 2.2145677711498207e-05 2.3794505002392438e-08
3.416522076564817e-09 2.2567025852912407e-05 2.4247164012599378e-08
3.5040405341248717e-09 2.299639109593574e-05 2.470843426222908e-08
3.5937703832117902e-09 2.3433925993336443e-05 2.5178479568730706e-08
3.685764582010095e-09 2.3879786002287012e-05 2.565746686596389e-08
3.78007694392861e-09 2.4334129538218874e-05 2.6145566263484327e-08
3.876761561180936e-09 2.479711803009272e-05 2.6642951106957176e-08
3.975873180840242e-09 2.5268915978511572e-05 2.7149798039719794e-08
4.077467828887466e-09 2.574969101541407e-05 2.766628706551555e-08
4.181603326434099e-09 2.623961396468082e-05 2.819260161242116e-08
4.2883383019618395e-09 2.6738858901055547e-05 2.872892859799006e-08
4.397731743451868e-09 2.7247603211211306e-05 2.9275458495635115e-08
4.509843659517984e-09 2.776602765794776e-05 2.983238540227412e-08
4.624736137881033e-09 2.8294316446224927e-05 3.039990710726221e-08
4.742474158167106e-09 2.8832657289866975e-05 3.097822516263562e-08
4.8631247218878305e-09 2.938124147612287e-05 3.156754495469167e-08
4.9867571965962144e-09 2.994026393339634e-05 3.2168075776930556e-08
5.113444729578517e-09 3.0509923302061555e-05 3.2780030904384704e-08
5.243266003558445e-09 3.109042200699934e-05 3.3403627669362164e-08
5.376306416453168e-09 3.168196633014191e-05 3.4039087538630914e-08
5.51265711886365e-09 3.228476648014339e-05 3.468663619207148e-08
